login,2025-05-23 15:54:26
listUsers,2025-05-23 15:54:32
logout,2025-05-23 15:54:34
exit,2025-05-23 15:54:36
login,2025-05-23 15:55:25
listUsers,2025-05-23 15:55:30
logout,2025-05-23 15:55:32
exit,2025-05-23 15:55:33
